id_cliente,idade,tempo_casa_meses,tipo_contrato,mensalidade,internet_fibra,suporte_tecnico,reclamacoes_6m,churn
3738,69,39,Bianual,20.0,Nao,Sim,2,0
3739,19,49,Mensal,56.02,Nao,Nao,1,0
3740,37,60,Anual,65.72,Nao,Sim,0,0
3741,54,17,Mensal,113.56,Sim,Nao,1,1
3742,27,22,Anual,40.77,Sim,Sim,1,0
3743,48,68,Anual,86.77,Nao,Nao,0,0
3744,79,32,Anual,96.42,Sim,Sim,0,0
3745,69,18,Bianual,51.96,Sim,Sim,0,0
3746,19,71,Anual,60.66,Sim,Nao,0,0
3747,54,33,Anual,73.54,Nao,Sim,0,0
3748,55,71,Mensal,32.96,Nao,Nao,0,0
3749,22,67,Bianual,58.62,Nao,Nao,1,0
3750,58,66,Mensal,101.9,Nao,Sim,0,0
3751,50,42,Mensal,83.07,Sim,Nao,2,1
3752,60,58,Mensal,66.08,Sim,Nao,4,0
3753,36,70,Mensal,72.83,Nao,Sim,3,0
3754,33,20,Anual,84.52,Nao,Sim,2,0
3755,63,3,Mensal,89.31,Nao,Sim,0,1
3756,62,24,Mensal,56.09,Nao,Sim,4,1
3757,28,46,Bianual,108.37,Sim,Sim,2,0
3758,31,40,Bianual,102.91,Nao,Nao,0,0
3759,54,6,Mensal,86.93,Sim,Sim,2,0
3760,69,41,Bianual,48.93,Nao,Nao,2,0
3761,30,13,Mensal,44.49,Sim,Nao,0,1
3762,31,37,Mensal,61.83,Nao,Sim,2,0
3763,68,42,Bianual,71.52,Nao,Nao,2,1
3764,61,46,Anual,25.79,Sim,Sim,1,0
3765,73,30,Anual,82.37,Nao,Sim,1,0
3766,66,30,Mensal,102.19,Sim,Nao,2,1
3767,77,49,Mensal,84.41,Sim,Nao,1,0
3768,29,54,Mensal,53.1,Sim,Sim,0,0
3769,34,59,Bianual,50.14,Nao,Nao,0,0
3770,32,25,Mensal,77.5,Nao,Nao,1,1
3771,21,31,Mensal,66.17,Nao,Nao,1,1
3772,66,24,Mensal,81.08,Nao,Nao,1,0
3773,59,38,Anual,85.04,Nao,Nao,0,0
3774,23,10,Mensal,97.3,Nao,Nao,1,1
3775,30,31,Anual,41.7,Nao,Nao,0,0
3776,29,14,Mensal,75.54,Sim,Nao,1,1
3777,42,39,Mensal,60.91,Nao,Nao,0,1
3778,46,62,Mensal,67.53,Sim,Sim,1,0
3779,35,71,Mensal,91.61,Sim,Sim,3,0
3780,75,33,Anual,94.33,Nao,Sim,1,0
3781,31,5,Anual,104.96,Nao,Sim,1,0
3782,52,17,Mensal,80.64,Nao,Sim,3,1
3783,45,8,Mensal,67.25,Nao,Nao,2,0
3784,42,55,Mensal,63.68,Nao,Nao,0,0
3785,69,71,Bianual,26.63,Nao,Sim,1,0
3786,78,40,Bianual,103.49,Sim,Sim,0,0
3787,18,13,Anual,61.95,Sim,Nao,4,1
3788,46,2,Mensal,82.65,Sim,Nao,3,1
3789,25,71,Mensal,86.97,Sim,Nao,1,0
3790,44,23,Bianual,38.87,Nao,Nao,1,0
3791,56,9,Mensal,46.92,Sim,Nao,0,1
3792,43,13,Anual,108.68,Sim,Sim,1,0
3793,37,19,Bianual,77.26,Sim,Sim,0,0
3794,37,48,Anual,55.49,Sim,Nao,1,0
3795,36,65,Anual,66.84,Nao,Sim,3,0
3796,38,20,Mensal,97.16,Nao,Sim,0,0
3797,41,50,Bianual,93.36,Nao,Sim,2,0
3798,60,5,Mensal,33.35,Sim,Nao,0,1
3799,23,1,Bianual,110.86,Nao,Nao,0,1
3800,20,4,Mensal,94.15,Nao,Nao,0,1
3801,50,67,Anual,66.19,Sim,Nao,1,0
3802,60,42,Bianual,40.21,Nao,Sim,0,0
3803,34,58,Anual,96.35,Nao,Nao,1,0
3804,30,2,Mensal,81.91,Nao,Nao,0,1
3805,56,2,Mensal,33.56,Sim,Sim,0,0
3806,41,62,Anual,64.2,Nao,Nao,2,0
3807,63,8,Anual,148.15,Nao,Sim,2,1
3808,27,12,Mensal,70.41,Nao,Nao,0,1
3809,25,38,Bianual,51.45,Sim,Sim,4,0
3810,52,44,Bianual,44.79,Sim,Sim,1,0
3811,42,17,Bianual,114.3,Nao,Nao,2,0
3812,63,33,Anual,91.19,Nao,Nao,0,0
3813,49,49,Bianual,105.19,Nao,Sim,1,0
3814,39,32,Bianual,76.2,Nao,Nao,0,0
3815,27,28,Mensal,101.35,Sim,Nao,0,1
3816,28,6,Bianual,48.79,Nao,Sim,2,0
3817,64,33,Mensal,74.06,Nao,Nao,0,1
3818,32,58,Bianual,77.18,Nao,Nao,2,0
3819,49,46,Anual,104.56,Nao,Nao,1,1
3820,68,65,Anual,77.97,Sim,Nao,0,0
3821,73,10,Mensal,54.36,Sim,Nao,0,0
3822,34,1,Mensal,71.6,Sim,Nao,3,1
3823,24,40,Mensal,28.09,Sim,Nao,1,0
3824,66,13,Anual,20.0,Nao,Sim,1,0
3825,60,43,Bianual,90.78,Sim,Sim,1,0
3826,38,66,Mensal,60.63,Nao,Nao,1,0
3827,54,25,Mensal,63.46,Sim,Nao,0,0
3828,29,40,Anual,90.77,Nao,Sim,2,1
3829,61,50,Mensal,104.93,Nao,Sim,0,0
3830,63,11,Mensal,83.36,Sim,Sim,2,0
3831,36,65,Mensal,118.2,Nao,Sim,3,0
3832,47,15,Anual,82.57,Nao,Sim,0,0
3833,38,59,Anual,77.56,Nao,Nao,0,0
3834,19,48,Bianual,76.01,Sim,Sim,2,0
3835,25,11,Mensal,37.86,Nao,Nao,1,0
3836,77,53,Mensal,93.9,Sim,Nao,1,0
3837,46,15,Anual,20.0,Nao,Nao,2,0
3838,27,44,Bianual,55.34,Sim,Nao,2,0
3839,20,70,Mensal,70.57,Nao,Nao,2,0
3840,39,69,Bianual,50.26,Nao,Nao,2,0
3841,78,63,Anual,58.71,Sim,Nao,1,0
3842,41,36,Bianual,115.98,Nao,Sim,0,0
3843,79,41,Mensal,97.6,Nao,Nao,0,0
3844,48,22,Mensal,52.85,Sim,Nao,0,0
3845,65,67,Mensal,58.26,Nao,Nao,2,0
3846,66,35,Anual,38.07,Nao,Sim,1,0
3847,19,56,Bianual,87.62,Sim,Sim,1,0
3848,18,26,Mensal,63.76,Sim,Nao,0,0
3849,75,54,Mensal,20.84,Sim,Sim,2,0
3850,75,17,Mensal,72.52,Sim,Sim,2,1
3851,26,53,Anual,80.97,Nao,Nao,2,0
3852,58,4,Bianual,94.08,Sim,Nao,0,0
3853,75,8,Mensal,68.17,Nao,Sim,0,0
3854,76,26,Anual,60.68,Nao,Sim,0,0
3855,36,35,Mensal,119.66,Nao,Nao,1,0
3856,68,52,Bianual,70.16,Nao,Nao,1,0
3857,58,26,Anual,87.99,Nao,Nao,1,0
3858,75,2,Mensal,56.51,Nao,Nao,2,1
3859,27,24,Anual,87.25,Nao,Sim,1,0
3860,55,32,Anual,33.61,Nao,Nao,2,0
3861,19,40,Bianual,58.45,Sim,Nao,0,0
3862,40,47,Anual,39.79,Sim,Nao,0,0
3863,18,18,Mensal,54.88,Sim,Nao,5,1
3864,45,44,Anual,101.26,Sim,Sim,1,0
3865,68,46,Anual,54.69,Sim,Sim,5,0
3866,58,56,Mensal,87.96,Sim,Nao,2,0
3867,37,38,Bianual,107.93,Nao,Sim,1,0
3868,44,59,Mensal,69.31,Sim,Nao,0,0
3869,40,16,Bianual,94.84,Sim,Nao,3,1
3870,63,52,Mensal,83.28,Nao,Sim,0,0
3871,34,4,Mensal,72.91,Sim,Nao,1,1
3872,23,8,Mensal,88.76,Nao,Nao,0,1
3873,49,63,Anual,116.0,Sim,Nao,0,0
3874,69,35,Bianual,54.07,Nao,Sim,0,0
3875,47,45,Mensal,46.02,Nao,Sim,0,0
3876,30,44,Mensal,44.55,Sim,Sim,2,0
3877,20,51,Bianual,94.86,Nao,Sim,3,0
3878,76,18,Anual,98.23,Nao,Nao,0,0
3879,65,13,Mensal,56.57,Nao,Sim,2,0
3880,27,4,Bianual,20.0,Nao,Sim,2,0
3881,22,63,Mensal,53.13,Nao,Nao,1,0
3882,26,17,Mensal,83.7,Sim,Sim,1,1
3883,41,42,Mensal,68.33,Sim,Sim,1,0
3884,68,33,Anual,74.51,Sim,Nao,1,0
3885,27,12,Mensal,56.92,Sim,Nao,1,0
3886,68,30,Bianual,95.35,Nao,Sim,0,1
3887,18,6,Mensal,78.58,Sim,Nao,1,0
3888,63,13,Bianual,84.66,Nao,Nao,1,0
3889,35,11,Mensal,73.98,Nao,Sim,1,0
3890,77,60,Mensal,83.11,Sim,Sim,0,0
3891,47,41,Mensal,81.46,Sim,Nao,0,0
3892,34,67,Mensal,46.8,Sim,Sim,2,0
3893,33,32,Mensal,79.33,Sim,Nao,0,0
3894,69,15,Bianual,89.79,Nao,Sim,1,0
3895,42,44,Anual,98.88,Sim,Sim,0,0
3896,39,67,Anual,80.4,Nao,Nao,0,0
3897,63,39,Mensal,45.87,Sim,Nao,2,0
3898,51,2,Bianual,49.72,Nao,Sim,1,0
3899,59,22,Mensal,59.12,Sim,Sim,0,0
3900,45,67,Anual,74.74,Nao,Nao,2,0
3901,21,38,Anual,66.94,Sim,Nao,1,0
3902,18,69,Mensal,41.91,Nao,Nao,0,0
3903,20,37,Mensal,41.76,Nao,Sim,0,0
3904,53,1,Bianual,20.0,Sim,Nao,1,1
3905,49,63,Mensal,20.0,Nao,Sim,1,0
3906,64,55,Anual,66.71,Sim,Sim,0,1
3907,73,52,Bianual,128.01,Nao,Sim,1,0
3908,28,70,Mensal,114.92,Nao,Sim,4,0
3909,77,15,Mensal,45.54,Sim,Nao,1,1
3910,75,66,Mensal,73.75,Nao,Sim,2,0
3911,56,17,Anual,33.39,Sim,Nao,1,0
3912,50,70,Mensal,37.2,Nao,Sim,2,0
3913,28,14,Mensal,40.06,Sim,Sim,2,0
3914,29,40,Mensal,64.36,Nao,Nao,0,0
3915,19,57,Bianual,65.44,Nao,Nao,4,0
3916,58,6,Bianual,76.32,Sim,Sim,0,0
3917,44,5,Anual,86.58,Nao,Sim,1,0
3918,29,62,Bianual,61.58,Sim,Nao,0,0
3919,26,5,Anual,70.91,Nao,Nao,1,1
3920,21,45,Bianual,42.65,Nao,Nao,1,0
3921,57,68,Mensal,36.39,Sim,Nao,0,0
3922,60,45,Mensal,32.53,Sim,Sim,0,0
3923,57,35,Bianual,86.23,Nao,Nao,2,0
3924,24,31,Mensal,61.55,Nao,Sim,2,1
3925,20,46,Mensal,23.22,Sim,Sim,1,0
3926,24,42,Anual,68.42,Nao,Nao,1,0
3927,64,37,Anual,38.78,Nao,Sim,0,0
3928,63,12,Mensal,111.51,Nao,Nao,2,1
3929,36,48,Mensal,55.53,Sim,Sim,1,0
3930,21,54,Mensal,87.04,Sim,Nao,0,1
3931,37,52,Mensal,97.22,Sim,Nao,1,1
3932,68,6,Mensal,46.13,Sim,Nao,2,1
3933,26,51,Mensal,71.9,Sim,Nao,1,0
3934,67,53,Anual,83.84,Sim,Sim,0,0
3935,46,14,Mensal,72.89,Nao,Nao,0,1
3936,26,62,Mensal,79.03,Sim,Nao,2,1
3937,75,38,Anual,36.76,Sim,Nao,1,0
3938,50,35,Mensal,83.85,Nao,Sim,0,1
3939,59,53,Mensal,57.85,Nao,Sim,1,0
3940,23,37,Mensal,78.74,Nao,Sim,1,0
3941,41,40,Anual,93.0,Nao,Nao,1,0
3942,57,23,Mensal,86.72,Sim,Nao,0,1
3943,58,67,Mensal,78.72,Nao,Nao,1,0
3944,21,70,Anual,86.05,Nao,Nao,2,0
3945,55,10,Anual,87.21,Sim,Nao,1,0
3946,76,53,Anual,107.39,Sim,Nao,0,0
3947,66,2,Bianual,69.15,Nao,Sim,1,0
3948,30,27,Anual,74.1,Sim,Nao,3,1
3949,74,70,Mensal,93.3,Sim,Nao,1,0
3950,60,13,Mensal,57.74,Sim,Sim,2,0
3951,21,28,Mensal,36.62,Nao,Sim,3,1
3952,25,16,Mensal,82.33,Nao,Sim,1,0
3953,75,53,Mensal,64.85,Nao,Nao,0,0
3954,30,34,Mensal,39.81,Nao,Sim,0,0
3955,23,43,Anual,82.51,Nao,Sim,1,0
3956,45,68,Anual,105.78,Sim,Sim,0,0
3957,50,38,Mensal,29.26,Sim,Nao,2,1
3958,53,53,Mensal,95.56,Nao,Nao,3,0
3959,58,8,Mensal,20.0,Nao,Nao,2,1
3960,79,16,Mensal,59.99,Nao,Nao,0,1
3961,65,69,Mensal,116.01,Nao,Sim,0,0
3962,19,62,Mensal,61.79,Nao,Sim,2,0
3963,23,48,Mensal,72.25,Nao,Nao,1,1
3964,18,28,Bianual,89.07,Nao,Nao,4,0
3965,42,15,Mensal,27.09,Nao,Nao,4,1
3966,39,62,Anual,71.8,Sim,Sim,0,0
3967,75,57,Mensal,71.61,Sim,Nao,0,0
3968,40,18,Mensal,116.56,Sim,Sim,1,1
3969,19,43,Mensal,39.11,Sim,Nao,2,1
3970,72,45,Bianual,60.46,Sim,Nao,2,0
3971,34,35,Mensal,46.79,Nao,Nao,2,0
3972,74,67,Mensal,44.14,Nao,Nao,0,0
3973,66,9,Bianual,98.19,Nao,Nao,1,0
3974,72,19,Mensal,70.67,Nao,Nao,0,0
3975,68,7,Mensal,56.11,Sim,Nao,2,1
3976,26,50,Anual,57.05,Sim,Sim,2,0
3977,56,47,Mensal,55.92,Nao,Sim,2,0
3978,43,72,Bianual,58.15,Sim,Nao,1,0
3979,56,40,Mensal,38.39,Nao,Nao,0,0
3980,64,11,Anual,63.53,Nao,Nao,1,1
3981,49,33,Mensal,61.02,Sim,Nao,1,0
3982,37,7,Anual,51.06,Nao,Sim,0,0
3983,74,49,Anual,73.88,Sim,Nao,0,0
3984,59,49,Anual,76.0,Nao,Nao,2,1
3985,72,62,Bianual,56.08,Nao,Sim,2,0
3986,32,25,Anual,66.4,Nao,Sim,1,0
3987,69,23,Mensal,123.97,Nao,Sim,2,0
3988,38,6,Mensal,123.01,Nao,Nao,0,0
3989,46,30,Mensal,43.65,Sim,Sim,3,1
3990,71,35,Mensal,47.14,Nao,Nao,0,0
3991,39,55,Mensal,43.51,Nao,Sim,1,0
3992,33,55,Anual,96.43,Sim,Sim,1,0
3993,74,11,Anual,60.04,Sim,Sim,0,0
3994,77,21,Bianual,75.99,Nao,Sim,0,0
3995,37,37,Mensal,119.92,Sim,Nao,1,1
3996,36,25,Anual,69.74,Nao,Nao,2,1
3997,32,2,Anual,87.66,Sim,Nao,3,0
3998,19,61,Bianual,83.01,Sim,Nao,0,0
3999,52,53,Anual,55.29,Nao,Sim,1,0
4000,33,38,Mensal,96.48,Nao,Nao,0,1
4001,70,23,Mensal,48.76,Nao,Nao,3,1
4002,28,61,Bianual,103.5,Sim,Nao,0,0
4003,57,3,Anual,55.31,Nao,Nao,0,1
4004,49,33,Anual,58.05,Nao,Sim,2,0
4005,55,58,Anual,42.79,Sim,Sim,0,0
4006,24,69,Anual,46.89,Nao,Sim,1,0
4007,46,19,Anual,59.33,Sim,Nao,0,0
4008,56,47,Bianual,20.0,Sim,Nao,4,0
4009,39,14,Bianual,64.17,Sim,Nao,1,0
4010,72,9,Mensal,57.3,Sim,Sim,0,0
4011,50,26,Mensal,89.75,Nao,Nao,3,1
4012,40,64,Mensal,80.57,Nao,Nao,0,0
4013,19,50,Mensal,52.31,Sim,Sim,0,0
4014,28,36,Anual,58.54,Sim,Sim,2,1
4015,47,21,Anual,64.13,Nao,Nao,2,0
4016,42,11,Mensal,107.15,Sim,Nao,0,0
4017,72,20,Mensal,49.44,Sim,Sim,0,0
4018,66,11,Mensal,52.01,Nao,Sim,2,0
4019,27,14,Anual,41.79,Sim,Sim,0,0
4020,54,50,Anual,32.95,Nao,Nao,0,0
4021,46,10,Mensal,77.68,Nao,Nao,0,1
4022,24,4,Mensal,75.07,Nao,Sim,2,0
4023,59,40,Anual,102.07,Nao,Nao,1,0
4024,51,21,Mensal,96.04,Sim,Nao,2,1
4025,23,33,Anual,129.93,Sim,Sim,0,0
4026,47,11,Bianual,68.15,Nao,Sim,2,0
4027,63,16,Mensal,63.49,Nao,Sim,0,0
4028,38,32,Mensal,37.49,Nao,Sim,2,1
4029,40,50,Mensal,87.41,Sim,Nao,0,0
4030,24,30,Mensal,72.96,Nao,Nao,0,0
4031,30,40,Mensal,86.28,Sim,Nao,1,1
4032,78,38,Mensal,41.52,Nao,Sim,0,0
4033,56,20,Mensal,78.79,Nao,Nao,0,0
4034,28,21,Anual,75.13,Sim,Sim,1,0
4035,47,31,Mensal,73.48,Nao,Sim,2,0
4036,29,3,Anual,52.92,Nao,Sim,0,0
4037,45,50,Mensal,99.73,Nao,Nao,0,0
4038,27,45,Mensal,121.26,Sim,Nao,0,1
4039,56,23,Mensal,42.24,Sim,Nao,4,1
4040,53,27,Mensal,88.01,Nao,Nao,2,0
4041,57,24,Mensal,20.0,Sim,Sim,2,1
4042,45,47,Anual,86.72,Sim,Sim,1,0
4043,35,55,Bianual,23.25,Sim,Nao,0,0
4044,33,8,Mensal,56.88,Sim,Nao,2,1
4045,31,30,Mensal,37.17,Nao,Nao,1,0
4046,44,1,Mensal,64.61,Nao,Sim,1,0
4047,45,33,Anual,90.97,Nao,Nao,0,0
4048,59,18,Mensal,23.57,Nao,Sim,1,0
4049,21,25,Mensal,61.01,Sim,Sim,3,1
4050,35,33,Bianual,57.17,Nao,Sim,1,0
4051,70,24,Bianual,109.53,Nao,Sim,3,1
4052,74,29,Anual,80.79,Nao,Nao,0,0
4053,75,56,Mensal,40.57,Nao,Nao,1,0
4054,36,59,Mensal,58.22,Nao,Sim,1,0
4055,26,1,Mensal,108.9,Sim,Sim,1,1
4056,30,28,Anual,87.86,Nao,Nao,1,0
4057,26,61,Anual,47.04,Nao,Nao,0,0
4058,77,39,Mensal,63.32,Sim,Sim,4,1
4059,72,15,Bianual,64.12,Nao,Sim,3,0
4060,68,43,Mensal,56.55,Sim,Nao,1,0
4061,63,11,Anual,27.24,Sim,Nao,0,1
4062,39,2,Mensal,53.06,Nao,Sim,1,1
4063,47,46,Mensal,104.73,Nao,Nao,1,0
4064,70,38,Mensal,60.47,Sim,Nao,3,0
4065,68,55,Anual,67.42,Sim,Sim,1,1
4066,50,25,Mensal,73.51,Sim,Nao,0,0
4067,69,62,Mensal,125.45,Sim,Nao,1,0
4068,39,31,Anual,70.22,Nao,Nao,0,0
4069,43,54,Anual,97.35,Sim,Nao,1,0
4070,70,8,Anual,55.05,Nao,Sim,2,0
4071,41,7,Anual,63.52,Nao,Nao,0,0
4072,64,57,Anual,70.31,Nao,Nao,2,0
4073,46,61,Anual,50.65,Nao,Sim,1,0
4074,36,68,Mensal,64.91,Sim,Nao,0,1
4075,31,24,Mensal,92.2,Sim,Nao,1,1
4076,55,2,Mensal,49.99,Sim,Nao,2,1
4077,47,71,Mensal,70.0,Sim,Nao,1,0
4078,40,44,Mensal,87.72,Nao,Sim,1,0
4079,64,18,Mensal,49.39,Sim,Sim,3,1
4080,18,55,Mensal,97.39,Nao,Sim,1,0
4081,23,66,Anual,71.82,Nao,Nao,1,0
4082,77,21,Anual,65.87,Sim,Nao,2,1
4083,59,56,Anual,20.0,Sim,Nao,0,0
4084,52,57,Bianual,60.66,Nao,Sim,3,0
4085,18,37,Mensal,79.29,Nao,Nao,3,0
4086,55,46,Mensal,113.63,Sim,Nao,1,1
4087,44,20,Mensal,84.2,Nao,Nao,1,1
4088,55,67,Mensal,98.16,Sim,Nao,3,0
4089,20,71,Mensal,39.77,Nao,Nao,0,0
4090,52,71,Bianual,66.83,Nao,Sim,1,0
4091,53,54,Mensal,100.52,Sim,Sim,0,0
4092,35,4,Mensal,47.81,Sim,Sim,1,1
4093,21,27,Mensal,94.13,Nao,Sim,1,1
4094,78,33,Mensal,88.33,Nao,Nao,1,0
4095,61,70,Anual,76.87,Nao,Sim,2,0
4096,56,40,Anual,61.78,Nao,Sim,1,0
4097,65,39,Anual,45.34,Nao,Sim,0,0
4098,59,11,Anual,114.38,Nao,Nao,2,1
4099,26,58,Mensal,85.8,Nao,Nao,2,1
4100,46,25,Mensal,78.52,Sim,Nao,2,1
4101,73,7,Anual,59.68,Sim,Nao,2,1
4102,35,72,Mensal,70.95,Nao,Nao,2,0
4103,78,14,Mensal,74.12,Sim,Nao,1,1
4104,21,2,Mensal,80.0,Sim,Nao,1,1
4105,38,6,Anual,88.36,Sim,Nao,0,0
4106,39,33,Mensal,50.44,Nao,Nao,3,0
4107,56,8,Bianual,33.34,Nao,Sim,3,0
4108,28,61,Mensal,72.11,Nao,Nao,0,0
4109,32,37,Mensal,26.32,Nao,Nao,0,1
4110,59,24,Mensal,61.91,Nao,Sim,2,0
4111,35,1,Mensal,57.27,Nao,Nao,1,0
4112,72,35,Mensal,82.29,Nao,Nao,0,0
4113,71,11,Anual,119.56,Nao,Nao,2,0
4114,36,71,Mensal,21.39,Nao,Nao,1,0
4115,52,21,Mensal,126.85,Nao,Nao,4,1
4116,38,35,Mensal,64.17,Nao,Nao,0,0
4117,39,2,Mensal,78.7,Nao,Nao,2,1
4118,59,10,Bianual,34.63,Nao,Sim,4,0
4119,36,15,Mensal,94.92,Sim,Sim,1,1
4120,27,4,Anual,71.04,Sim,Nao,1,0
4121,34,53,Mensal,68.46,Sim,Nao,2,1
4122,75,69,Mensal,21.57,Sim,Nao,1,0
4123,34,71,Anual,71.84,Nao,Nao,1,0
4124,40,20,Mensal,91.15,Sim,Sim,3,1
4125,56,57,Bianual,64.09,Nao,Nao,2,0
4126,24,37,Mensal,99.35,Sim,Nao,0,0
4127,34,4,Mensal,98.32,Sim,Nao,1,1
4128,28,7,Bianual,53.97,Nao,Sim,0,0
4129,75,40,Mensal,109.88,Sim,Nao,3,1
4130,75,31,Bianual,71.13,Sim,Nao,0,0
4131,64,1,Bianual,71.24,Sim,Nao,1,0
4132,33,67,Mensal,72.47,Nao,Sim,0,0
4133,56,53,Mensal,71.73,Sim,Sim,4,0
4134,59,37,Anual,20.0,Nao,Sim,2,0
4135,71,72,Mensal,65.36,Sim,Nao,0,0
4136,27,70,Anual,35.9,Sim,Nao,0,0
4137,63,71,Mensal,110.66,Sim,Nao,2,1
4138,30,19,Mensal,109.65,Sim,Nao,3,1
4139,53,64,Mensal,91.3,Nao,Sim,3,1
4140,72,37,Anual,64.04,Sim,Sim,0,0
4141,21,53,Anual,44.8,Nao,Nao,2,0
4142,27,62,Anual,53.56,Nao,Nao,0,0
4143,68,12,Mensal,118.57,Sim,Nao,0,1
4144,19,33,Mensal,52.7,Nao,Nao,1,1
4145,60,10,Mensal,20.0,Nao,Nao,0,0
4146,49,21,Mensal,95.75,Nao,Nao,1,1
4147,39,30,Mensal,107.51,Nao,Nao,2,0
4148,71,62,Anual,111.48,Sim,Sim,1,0
4149,70,63,Mensal,95.96,Nao,Sim,0,0
4150,38,29,Mensal,100.04,Nao,Nao,1,1
4151,18,24,Anual,71.32,Nao,Nao,3,0
4152,25,39,Mensal,20.0,Sim,Sim,0,0
4153,24,66,Bianual,70.7,Sim,Sim,2,0
4154,78,71,Mensal,85.54,Nao,Nao,1,0
4155,55,17,Mensal,66.62,Nao,Sim,1,1
4156,59,14,Bianual,65.48,Sim,Nao,1,0
4157,32,51,Anual,45.9,Sim,Nao,1,0
4158,70,22,Anual,44.96,Nao,Nao,1,0
4159,62,15,Mensal,115.95,Sim,Sim,0,0
4160,64,3,Mensal,116.86,Sim,Nao,0,1
4161,47,30,Anual,69.93,Nao,Nao,2,1
4162,61,29,Mensal,77.04,Sim,Sim,1,0
4163,51,41,Anual,45.48,Sim,Nao,0,0
4164,41,15,Mensal,86.06,Nao,Sim,2,1
4165,54,52,Mensal,113.99,Sim,Nao,3,1
4166,38,49,Mensal,31.77,Sim,Nao,0,0
4167,77,34,Anual,81.6,Nao,Nao,1,1
4168,62,14,Mensal,83.48,Nao,Nao,2,1
4169,63,37,Bianual,83.19,Sim,Nao,1,0
4170,62,49,Mensal,111.07,Nao,Nao,0,1
4171,45,27,Mensal,120.9,Nao,Nao,0,0
4172,76,19,Mensal,64.16,Nao,Sim,0,0
4173,30,37,Anual,86.83,Nao,Nao,0,0
4174,53,26,Anual,72.11,Nao,Nao,2,0
4175,22,29,Mensal,54.2,Sim,Sim,0,0
4176,36,26,Mensal,76.77,Nao,Nao,1,0
4177,53,22,Anual,86.79,Sim,Sim,0,1
4178,48,52,Mensal,75.42,Sim,Sim,2,0
4179,76,34,Anual,47.97,Nao,Sim,1,0
4180,56,34,Anual,58.41,Sim,Nao,1,0
4181,43,48,Mensal,58.6,Sim,Sim,2,0
4182,44,27,Anual,48.94,Sim,Sim,1,0
4183,55,8,Anual,77.84,Nao,Nao,1,0
4184,67,62,Mensal,80.45,Nao,Nao,1,0
4185,35,5,Mensal,94.49,Sim,Nao,0,0
4186,54,42,Mensal,48.56,Nao,Sim,1,0
4187,53,20,Anual,55.56,Sim,Sim,1,1
4188,18,16,Anual,108.86,Nao,Nao,1,1
4189,74,4,Mensal,65.89,Nao,Sim,3,1
4190,53,65,Mensal,70.75,Sim,Nao,1,0
4191,33,31,Mensal,65.62,Nao,Nao,1,0
4192,57,25,Mensal,98.33,Sim,Sim,1,1
4193,60,54,Mensal,99.3,Nao,Nao,3,0
4194,74,3,Mensal,97.83,Sim,Nao,1,1
4195,20,41,Mensal,70.66,Sim,Sim,2,0
4196,43,36,Anual,48.19,Nao,Nao,2,0
4197,29,40,Anual,118.13,Nao,Nao,1,0
4198,53,9,Mensal,91.41,Nao,Sim,1,1
4199,49,69,Anual,58.58,Nao,Nao,0,0
4200,47,18,Mensal,105.6,Sim,Nao,1,1
4201,78,49,Mensal,56.61,Sim,Nao,2,0
4202,50,54,Bianual,105.27,Nao,Nao,2,0
4203,43,25,Mensal,106.96,Sim,Nao,2,1
4204,22,10,Mensal,46.96,Nao,Sim,1,1
4205,35,22,Mensal,84.54,Sim,Nao,0,0
4206,73,59,Anual,89.55,Sim,Nao,1,0
4207,46,66,Mensal,135.37,Sim,Sim,2,0
4208,74,68,Bianual,51.44,Sim,Sim,0,0
4209,51,17,Mensal,105.81,Sim,Sim,2,1
4210,51,44,Mensal,70.43,Sim,Sim,0,0
4211,44,11,Mensal,38.97,Sim,Nao,1,1
4212,52,52,Anual,67.0,Nao,Sim,1,0
4213,22,30,Mensal,70.06,Nao,Nao,0,1
4214,21,52,Bianual,43.53,Sim,Nao,1,0
4215,47,50,Bianual,77.8,Sim,Sim,4,0
4216,55,72,Mensal,93.95,Sim,Nao,0,0
4217,52,36,Mensal,75.96,Sim,Nao,0,0
4218,44,25,Mensal,56.45,Nao,Sim,4,1
4219,36,38,Anual,66.29,Sim,Sim,4,0
4220,61,12,Anual,69.89,Nao,Nao,1,0
4221,55,9,Mensal,75.43,Sim,Nao,1,1
4222,20,38,Bianual,97.75,Sim,Nao,2,0
4223,46,60,Mensal,76.8,Nao,Nao,0,0
4224,62,39,Anual,34.93,Sim,Nao,1,0
4225,66,57,Anual,55.94,Sim,Nao,2,0
4226,35,13,Mensal,74.15,Sim,Nao,1,1
4227,75,33,Mensal,98.1,Nao,Nao,2,0
4228,58,45,Mensal,102.45,Nao,Sim,0,0
4229,45,26,Bianual,114.37,Sim,Nao,1,0
4230,56,2,Mensal,73.27,Nao,Nao,2,0
4231,72,6,Anual,89.08,Nao,Nao,1,0
4232,32,67,Mensal,33.64,Nao,Sim,1,0
4233,27,44,Mensal,80.75,Sim,Nao,2,0
4234,45,20,Bianual,43.12,Nao,Sim,4,0
4235,23,19,Mensal,68.44,Sim,Nao,3,1
4236,69,3,Anual,145.75,Sim,Sim,0,0
4237,78,69,Mensal,77.59,Nao,Nao,1,0
4238,55,8,Mensal,48.4,Nao,Sim,2,0
4239,78,55,Mensal,80.19,Sim,Nao,2,0
